State,District,2.delta7.vaccinated1,2.delta7.vaccinated2,population,2.total.vaccinated1,2.total.vaccinated2,2.delta.vaccinated2,2.delta.vaccinated1,2.delta21_14.confirmed,2.delta7.confirmed,2.delta7.recovered,2.total.confirmed,2.total.deceased,2.total.recovered,2.delta.confirmed,2.delta.recovered,2.meta.tested.date,totaltested,2.delta.deceased,2.delta7.deceased,2.total.other,2.delta.tested,2.delta7.tested,2.meta.vaccinated.date,2.delta7.other,2.delta.other,TestingRatio,"TestingRatio Category"
PB,"Sri Muktsar Sahib",3942,5830,902702,473193,142901,149,91,0,2,0,18784,524,18257,0,0,"12-12-2020 00:00",67979,0,0,0,0,0,0,0,0,0.0753,"Category A"
PB,"Tarn Taran",8846,8145,1120070,597303,178839,127,251,3,0,3,8043,380,7659,0,0,"18-12-2020 00:00",111446,0,0,0,0,0,0,0,0,0.0995,"Category A"
PY,Karaikal,763,2980,200222,111152,57491,22,2,69,53,63,16488,250,16150,6,9,"27-01-2021 00:00",73142,0,0,0,0,0,0,0,0,0.3653,"Category C"
PY,Mahe,109,1003,41816,34018,25943,0,0,44,58,46,5867,47,5744,10,10,"27-01-2021 00:00",42415,0,0,0,0,0,0,0,0,1.0143,"Very Low"
PY,Puducherry,7191,15005,950289,558708,305464,477,159,218,163,202,98885,1453,97171,22,25,"27-01-2021 00:00",425639,0,0,0,0,0,0,0,0,0.4479,"Category C"
PY,Yanam,259,1082,55626,30079,15489,31,8,12,4,4,6773,107,6661,0,1,"27-01-2021 00:00",26727,0,0,0,0,0,0,0,0,0.4805,"Category C"
RJ,Ajmer,9133,56199,2584913,1752308,1042482,1101,110,5,6,8,37769,410,37352,0,0,"01-02-2021 00:00",261215,0,0,0,0,0,0,0,0,0.1011,"Category B"
RJ,Alwar,21681,29417,3671999,2237787,1029095,1002,376,0,0,0,59694,307,59387,0,0,"01-02-2021 00:00",291879,0,0,0,0,0,0,0,0,0.0795,"Category A"
RJ,"BSF Camp",0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
RJ,Banswara,10612,22206,1798194,1024293,525793,1105,986,0,0,0,10005,104,9901,0,0,"01-02-2021 00:00",48781,0,0,0,0,0,0,0,0,0.0271,"Very Low"
RJ,Baran,6599,15157,1223921,763006,297741,212,44,0,1,0,11996,61,11934,0,0,"01-02-2021 00:00",46168,0,0,0,0,0,0,0,0,0.0377,"Very Low"
RJ,Barmer,5670,16673,2604453,1455732,621465,247,64,0,1,0,15563,185,15377,0,0,"01-02-2021 00:00",113868,0,0,0,0,0,0,0,0,0.0437,"Very Low"
RJ,Bharatpur,10069,22595,2549121,1351114,590401,176,59,0,0,0,19601,260,19341,0,0,"01-02-2021 00:00",201441,0,0,0,0,0,0,0,0,0.0790,"Category A"
RJ,Bhilwara,5405,26146,2410459,1525323,723691,1752,161,0,0,0,29781,156,29625,0,0,"01-02-2021 00:00",148764,0,0,0,0,0,0,0,0,0.0617,"Category A"
RJ,Bikaner,6565,17712,2367745,1461174,714590,275,76,7,2,1,40339,545,39792,0,1,"01-02-2021 00:00",278302,0,0,0,0,0,0,0,0,0.1175,"Category B"
RJ,Bundi,12488,24243,1113725,709316,362835,1216,424,0,0,0,7967,48,7919,0,0,"01-02-2021 00:00",58167,0,0,0,0,0,0,0,0,0.0522,"Category A"
RJ,Chittorgarh,6118,29167,1544392,978713,482350,43,21,0,0,0,19809,139,19670,0,0,"01-02-2021 00:00",116002,0,0,0,0,0,0,0,0,0.0751,"Category A"
RJ,Churu,5483,26038,2041172,1301558,582443,32,5,0,0,0,16720,107,16613,0,0,"01-02-2021 00:00",131700,0,0,0,0,0,0,0,0,0.0645,"Category A"
RJ,Dausa,5627,29672,1637226,941513,395584,1072,182,0,0,0,13351,62,13289,0,0,"01-02-2021 00:00",61680,0,0,0,0,0,0,0,0,0.0377,"Very Low"
RJ,Dholpur,4270,11868,1207293,660103,279501,83,45,1,0,2,11010,48,10962,0,1,"01-02-2021 00:00",121308,0,0,0,0,0,0,0,0,0.1005,"Category B"
RJ,Dungarpur,6673,19241,1388906,737200,349762,246,90,0,0,0,18407,131,18276,0,0,"01-02-2021 00:00",121917,0,0,0,0,0,0,0,0,0.0878,"Category A"
RJ,Evacuees,0,0,0,0,0,0,0,0,0,0,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
RJ,Ganganagar,11153,29478,1969520,1278952,525137,1957,749,0,1,0,19354,150,19203,0,0,"01-02-2021 00:00",80706,0,0,0,0,0,0,0,0,0.0410,"Very Low"
RJ,Hanumangarh,5057,30733,1779650,1230511,588688,478,72,0,0,0,16053,111,15942,0,0,"01-02-2021 00:00",82542,0,0,0,0,0,0,0,0,0.0464,"Very Low"
RJ,Italians,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
RJ,Jaipur,24518,63582,6663971,4582410,2189042,1871,570,9,16,9,187804,1970,185816,2,0,"01-02-2021 00:00",968783,0,0,0,0,0,0,0,0,0.1454,"Category B"
RJ,Jaisalmer,2951,9700,672008,416014,194163,474,199,0,0,0,13639,66,13573,0,0,"01-02-2021 00:00",80082,0,0,0,0,0,0,0,0,0.1192,"Category B"
RJ,Jalore,9304,26896,1830151,987519,393953,738,309,0,0,0,10067,72,9995,0,0,"01-02-2021 00:00",184172,0,0,0,0,0,0,0,0,0.1006,"Category B"
RJ,Jhalawar,2527,16443,1411327,922646,363082,2133,359,1,0,0,13612,187,13425,0,0,"01-02-2021 00:00",97163,0,0,0,0,0,0,0,0,0.0688,"Category A"
RJ,Jhunjhunu,7946,42099,2139658,1449967,787196,1682,267,0,0,0,14811,158,14653,0,0,"01-02-2021 00:00",123433,0,0,0,0,0,0,0,0,0.0577,"Category A"
RJ,Jodhpur,7707,22507,3685681,2263325,1036743,93,26,2,0,3,112412,1103,111308,0,0,"01-02-2021 00:00",600959,0,0,0,0,0,0,0,0,0.1631,"Category B"
RJ,Karauli,19063,20813,1458459,813922,395700,993,1578,0,0,0,7156,70,7086,0,0,"01-02-2021 00:00",64481,0,0,0,0,0,0,0,0,0.0442,"Very Low"
RJ,Kota,2612,26626,1950491,1269245,655588,2306,170,0,0,0,57053,449,56603,0,0,"01-02-2021 00:00",355509,0,0,0,0,0,0,0,0,0.1823,"Category B"
RJ,Nagaur,6806,36157,3309234,2077555,1016874,3335,636,0,0,0,17737,177,17560,0,0,"01-02-2021 00:00",229822,0,0,0,0,0,0,0,0,0.0694,"Category A"
RJ,"Other State",0,0,0,0,0,0,0,0,0,0,189,39,150,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
RJ,Pali,7082,26853,2038533,1200554,513058,3089,704,1,0,1,27324,287,27037,0,0,"01-02-2021 00:00",179463,0,0,0,0,0,0,0,0,0.0880,"Category A"
RJ,Pratapgarh,1130,25717,868231,655140,345189,298,39,0,0,0,7143,63,7080,0,0,"01-02-2021 00:00",52208,0,0,0,0,0,0,0,0,0.0601,"Category A"
RJ,Rajsamand,4092,14945,1158283,691497,299553,988,345,0,0,0,17044,169,16875,0,0,"01-02-2021 00:00",91975,0,0,0,0,0,0,0,0,0.0794,"Category A"
RJ,"Sawai Madhopur",8475,18843,1338114,756544,347992,844,268,2,0,2,10618,61,10557,0,0,"01-02-2021 00:00",84683,0,0,0,0,0,0,0,0,0.0633,"Category A"
RJ,Sikar,4520,20308,2677737,1838263,821713,130,39,0,0,0,30618,335,30283,0,0,"01-02-2021 00:00",165042,0,0,0,0,0,0,0,0,0.0616,"Category A"
RJ,Sirohi,9007,15482,1037185,610090,348789,589,480,0,0,0,13732,79,13653,0,0,"01-02-2021 00:00",84616,0,0,0,0,0,0,0,0,0.0816,"Category A"
RJ,Tonk,2623,16223,1421711,884688,419023,268,48,0,0,0,9498,92,9406,0,0,"01-02-2021 00:00",74225,0,0,0,0,0,0,0,0,0.0522,"Category A"
RJ,Udaipur,16803,51655,3067549,1715072,854773,2727,1169,3,0,0,56405,753,55652,0,0,"01-02-2021 00:00",251522,0,0,0,0,0,0,0,0,0.0820,"Category A"
SK,"East Sikkim",528,10519,281293,263526,229361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
SK,"North Sikkim",23,447,43354,33137,27820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
SK,"South Sikkim",164,2223,146742,121481,105432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
SK,Unknown,0,0,0,0,0,0,0,82,79,76,31979,396,31063,21,8,0,0,1,2,325,0,0,0,6,0,NULL,"Very Low"
SK,"West Sikkim",67,855,136299,103619,88896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Adilabad,11894,12694,708952,376263,89337,138,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Bhadradri Kothagudem",30988,31905,1304811,599183,204318,1314,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Hyderabad,48855,123025,3441992,3150245,1893217,5427,3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Jagtial,50253,17153,983414,580926,190526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Jangaon,20821,11508,582457,327527,128207,363,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Jayashankar Bhupalapally",4191,23712,712257,262313,127108,262,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Jogulamba Gadwal",23908,6281,664971,306919,59886,253,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Kamareddy,14692,16918,972625,557684,183176,78,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Karimnagar,12731,45384,1016063,657167,384862,486,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Khammam,41893,68994,1401639,856707,333812,1134,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Komaram Bheem",17465,4048,515835,275644,51593,136,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Mahabubabad,36700,27419,1318110,468199,172007,1107,3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Mahabubnagar,32811,19635,0,482547,150640,184,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
TG,Mancherial,22489,15600,807037,480069,170258,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Medak,34422,25162,767428,458648,140778,589,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Medchal Malkajgiri",54568,93893,2542203,2149958,1317832,8370,5804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Mulugu,4190,10660,294671,186104,76648,85,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Nagarkurnool,30265,5469,893308,464888,106589,18,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Nalgonda,105864,33747,1631399,891308,254218,448,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Narayanpet,14266,3428,566874,288388,50219,48,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Nirmal,16044,8396,709415,378315,130107,255,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Nizamabad,67852,21328,1534428,858574,250862,42,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Peddapalli,18954,19908,795332,463510,201940,40,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Rajanna Sircilla",7398,17056,546121,372065,144680,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Ranga Reddy",76853,93482,2551731,2348542,1291404,1168,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Sangareddy,77693,32539,1527628,851395,299316,3083,7628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Siddipet,35164,25015,993376,582450,242462,187,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Suryapet,38975,24793,1099560,610724,208278,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Unknown,0,0,0,0,0,0,0,1068,1189,1121,671463,3956,663498,121,183,0,0,1,9,0,0,0,0,0,0,NULL,"Very Low"
TG,Vikarabad,20014,5848,881250,427669,87989,12,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,Wanaparthy,13905,10313,751553,289412,81870,119,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Warangal Rural",25045,13208,716457,342881,105289,1350,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Warangal Urban",21854,63907,1135707,687410,418947,101,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TG,"Yadadri Bhuvanagiri",38752,28567,726465,463854,223506,739,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TN,"Airport Quarantine",0,0,0,0,0,0,0,3,1,1,2113,2,2107,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
TN,Ariyalur,19203,29689,752481,475390,157166,3941,1127,51,35,44,16854,261,16548,5,3,"23-07-2020 00:00",18285,0,1,0,0,0,0,0,0,0.0243,"Very Low"
TN,Chengalpattu,26704,39438,2556244,1337641,604784,3415,3145,658,627,706,171777,2506,168327,83,93,"23-07-2020 00:00",51771,2,5,0,0,0,0,0,0,0.0203,"Very Low"
TN,Chennai,52515,124932,7100000,4532809,2671294,8535,4126,1162,880,1093,554672,8546,544701,118,143,"01-02-2021 00:00",2667777,4,12,0,0,0,0,0,0,0.3757,"Category C"
TN,Coimbatore,20971,79387,3472578,2717202,1205484,2853,770,965,869,988,246780,2416,243070,120,126,"23-07-2020 00:00",102107,1,15,0,0,0,0,0,0,0.0294,"Very Low"
TN,Cuddalore,51773,101735,2600880,1529591,646400,22186,9299,141,129,132,64085,867,62997,16,18,"23-07-2020 00:00",36434,0,0,0,0,0,0,0,0,0.0140,"Very Low"
TN,Dharmapuri,13388,27153,1502900,770955,279901,1674,811,177,110,161,28425,274,27957,16,21,"22-12-2020 00:00",163803,0,1,0,0,0,0,0,0,0.1090,"Category B"
TN,Dindigul,19630,57260,2161367,1236504,493453,1040,321,64,58,51,33099,645,32348,9,7,"23-07-2020 00:00",27800,0,1,0,0,0,0,0,0,0.0129,"Very Low"
TN,Erode,16741,46724,2259608,1370925,552624,899,244,549,477,573,104303,686,102836,68,94,"23-07-2020 00:00",66240,2,4,0,0,0,0,0,0,0.0293,"Very Low"
TN,Kallakurichi,22603,52087,1370281,696213,299822,7322,4089,112,66,118,31364,210,31056,14,23,"23-07-2020 00:00",28314,0,0,0,0,0,0,0,0,0.0207,"Very Low"
TN,Kancheepuram,13961,24360,1166401,663206,250181,1040,679,237,225,259,74970,1258,73386,30,37,"23-07-2020 00:00",37505,0,2,0,0,0,0,0,0,0.0322,"Very Low"
TN,Kanyakumari,17732,51185,1863178,1100888,450620,1276,431,132,120,102,62362,1048,61112,17,12,"23-07-2020 00:00",79600,0,0,0,0,0,0,0,0,0.0427,"Very Low"
TN,Karur,5882,32339,1076588,626136,289120,834,74,80,136,90,24091,356,23523,20,16,"23-07-2020 00:00",17190,0,1,0,0,0,0,0,0,0.0160,"Very Low"
TN,Krishnagiri,15883,37027,1883731,1040491,407695,1731,404,141,134,160,43570,348,43036,16,19,"23-07-2020 00:00",14284,0,1,0,0,0,0,0,0,0.0076,"Very Low"
TN,Madurai,26340,42498,3991038,1500331,583138,2012,1060,132,99,122,75215,1172,73853,13,17,"23-07-2020 00:00",97279,0,3,0,0,0,0,0,0,0.0244,"Very Low"
TN,Mayiladuthurai,0,0,901000,0,0,0,0,82,41,80,23280,316,22878,3,10,0,0,0,0,0,0,0,0,0,0,0.0000,"Very Low"
TN,Nagapattinam,8662,23176,1614069,813495,289588,953,273,145,97,121,21074,346,20561,16,20,"23-07-2020 00:00",20984,1,10,0,0,0,0,0,0,0.0130,"Very Low"
TN,Namakkal,12694,28265,1721179,987830,397079,442,168,376,315,397,52245,498,51253,43,51,"23-07-2020 00:00",24758,0,2,0,0,0,0,0,0,0.0144,"Very Low"
TN,Nilgiris,1613,31952,735071,501986,343811,1092,71,197,124,220,33566,212,33164,20,25,"23-07-2020 00:00",45839,2,3,0,0,0,0,0,0,0.0624,"Category A"
TN,Perambalur,4307,17440,564511,326872,136491,2161,383,24,26,27,12067,243,11790,2,5,"23-07-2020 00:00",7981,0,0,0,0,0,0,0,0,0.0141,"Very Low"
TN,Pudukkottai,10691,34202,1918725,827320,314780,2862,554,95,75,68,30183,416,29627,12,8,"23-07-2020 00:00",20835,0,2,0,0,0,0,0,0,0.0109,"Very Low"
TN,"Railway Quarantine",0,0,0,0,0,0,0,0,0,0,428,0,428,0,0,0,0,0,0,0,0,0,0,0,0,NULL,"Very Low"
TN,Ramanathapuram,9961,32447,1337560,660673,280037,2329,852,59,25,55,20564,357,20158,3,6,"23-07-2020 00:00",23389,0,0,0,0,0,0,0,0,0.0175,"Very Low"
TN,Ranipet,10793,13744,1210277,557267,174051,485,506,85,69,73,43436,775,42557,14,14,"23-07-2020 00:00",20118,0,2,0,0,0,0,0,0,0.0166,"Very Low"
TN,Salem,25814,66134,3480008,1925084,791376,2125,396,395,427,442,99893,1685,97619,62,67,"23-07-2020 00:00",79660,1,3,0,0,0,0,0,0,0.0229,"Very Low"
TN,Sivaganga,10170,31816,1341250,726010,287468,564,195,75,82,78,20195,206,19854,13,9,"23-07-2020 00:00",25824,0,0,0,0,0,0,0,0,0.0193,"Very Low"
TN,Tenkasi,16935,21454,1407627,736882,233177,446,291,13,25,14,27357,484,26834,4,4,"23-07-2020 00:00",26338,0,0,0,0,0,0,0,0,0.0187,"Very Low"
TN,Thanjavur,49025,31228,2402781,1224986,486660,2378,12155,426,310,428,75352,972,73874,37,59,"23-07-2020 00:00",67445,0,6,0,0,0,0,0,0,0.0281,"Very Low"
TN,Theni,11199,33309,1243684,660187,304832,1536,379,30,15,23,43571,521,43018,1,5,"23-07-2020 00:00",45839,1,1,0,0,0,0,0,0,0.0369,"Very Low"
TN,Thiruvallur,25332,47695,3725697,1425728,563426,4382,2328,421,252,396,119370,1842,117138,28,55,"23-07-2020 00:00",67948,0,3,0,0,0,0,0,0,0.0182,"Very Low"
TN,Thiruvarur,13453,29614,1268094,630274,246969,624,291,242,170,253,41461,442,40760,23,22,"23-07-2020 00:00",67445,2,5,0,0,0,0,0,0,0.0532,"Category A"
TN,Thoothukkudi,46323,22453,1738376,984706,328797,1612,11497,105,85,90,56304,409,55757,11,9,"23-07-2020 00:00",49288,1,1,0,0,0,0,0,0,0.0284,"Very Low"
TN,Tiruchirappalli,32150,48874,2713858,1468456,636356,892,2445,331,302,334,77534,1059,76038,37,49,"07-08-2020 00:00",92586,0,5,0,0,0,0,0,0,0.0341,"Very Low"
TN,Tirunelveli,22582,19904,1665253,815687,275985,627,940,115,93,125,49374,432,48812,11,13,"23-07-2020 00:00",54208,1,1,0,0,0,0,0,0,0.0326,"Very Low"
TN,Tirupathur,11111,24743,1111812,541496,205219,525,311,61,50,66,29301,625,28600,10,8,"23-07-2020 00:00",23998,0,0,0,0,0,0,0,0,0.0216,"Very Low"
TN,Tiruppur,20414,50762,2471222,1671392,611015,443,133,556,504,537,95405,979,93683,69,53,"23-07-2020 00:00",36301,1,5,0,0,0,0,0,0,0.0147,"Very Low"
TN,Tiruvannamalai,31415,73235,2468965,1270049,533376,10228,4455,142,120,158,54968,667,54122,18,28,"23-07-2020 00:00",76170,0,0,0,0,0,0,0,0,0.0309,"Very Low"
TN,Vellore,18978,31716,1614242,763735,336366,1825,953,119,117,139,49864,1131,48564,12,15,"23-07-2020 00:00",47936,0,1,0,0,0,0,0,0,0.0297,"Very Low"
TN,Viluppuram,53748,67153,2093003,1085842,444502,11812,12953,84,79,83,45857,356,45382,10,11,"23-07-2020 00:00",52064,0,1,0,0,0,0,0,0,0.0249,"Very Low"
TN,Virudhunagar,16628,50467,1943309,1072788,505098,3437,1007,45,38,45,46294,548,45687,5,8,"23-07-2020 00:00",28620,0,0,0,0,0,0,0,0,0.0147,"Very Low"
TR,Dhalai,264,11234,377988,258334,164654,531,5,0,1,2,7037,35,7000,0,0,"02-02-2021 00:00",61582,0,0,1,0,0,0,0,0,0.1629,"Category B"
TR,Gomati,319,9611,436868,279099,161408,1,0,3,8,3,8134,74,8043,0,0,"02-02-2021 00:00",47437,0,0,4,0,0,0,0,0,0.1086,"Category B"
TR,Khowai,373,5866,327391,202148,111955,0,0,1,3,0,4559,54,4500,2,0,"02-02-2021 00:00",24046,0,0,0,0,0,0,0,0,0.0734,"Category A"
TR,"North Tripura",352,4099,415946,283802,190594,0,0,8,4,8,7250,34,7199,2,0,"02-02-2021 00:00",100931,0,0,7,0,0,0,0,0,0.2427,"Category B"
TR,Sipahijala,451,10397,484233,330932,211903,9,0,2,8,4,6360,75,6273,0,0,"02-02-2021 00:00",53067,0,0,1,0,0,0,0,0,0.1096,"Category B"
TR,"South Tripura",267,5639,433737,303987,209259,1,0,1,4,1,10168,53,10104,1,0,"02-02-2021 00:00",83030,0,0,3,0,0,0,0,0,0.1914,"Category B"
TR,Unokoti,762,10307,277335,173390,101178,5,0,1,4,3,8609,68,8530,1,0,"02-02-2021 00:00",34930,0,0,4,0,0,0,0,0,0.1259,"Category B"
TR,"West Tripura",1366,17141,917534,676784,470030,13,5,33,55,41,32351,420,31817,6,2,"02-02-2021 00:00",202939,0,0,43,0,0,0,0,0,0.2212,"Category B"
